"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location",":@computed_region_efsh_h5xi",":@computed_region_f5dn_yrer",":@computed_region_yeji_bk3q",":@computed_region_92fq_4b7q",":@computed_region_sbqj_enih",":@computed_region_7mpf_4k6g"
"60611064","2024-03-17T14:51:49.000","2024-03-19T21:21:25.000","DSNY","Department of Sanitation","Residential Disposal Complaint","Trash or Recycling Not Secure","Sidewalk","11217","104 ST MARKS PLACE","ST MARKS PLACE","4 AVENUE","5 AVENUE","4 AVENUE","5 AVENUE","ADDRESS","BROOKLYN","ST MARKS PLACE",,"Closed",,"The Department of Sanitation investigated this complaint and found no violation at the location.","2024-03-19T21:21:30.000","06 BROOKLYN","3009347502","BROOKLYN","990139","187512","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.681351930592946","-73.97876754296091","
,  
(40.681351930592946, -73.97876754296091)","17619","14","2","27","50","50"
"60610298","2024-03-17T14:51:55.000","2024-03-17T15:03:21.000","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11230","1219 AVENUE I","AVENUE I","EAST   12 STREET","EAST   13 STREET","EAST   12 STREET","EAST   13 STREET","ADDRESS","BROOKLYN","AVENUE I",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-03-17T15:03:23.000","14 BROOKLYN",,"BROOKLYN","994140","167821","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.62730087760842","-73.96437104075054","
,  
(40.62730087760842, -73.96437104075054)","13513","60","2","26","43","43"
"60609968","2024-03-17T14:52:25.000","2025-01-15T11:04:16.000","DPR","Department of Parks and Recreation","New Tree Request","For One Address","Street","10021","196 EAST   75 STREET","EAST   75 STREET","LEXINGTON AVENUE","3 AVENUE","LEXINGTON AVENUE","3 AVENUE","ADDRESS","NEW YORK","EAST   75 STREET",,"Closed",,"NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.","2025-01-15T11:04:20.000","08 MANHATTAN","1014090040","MANHATTAN","995474","220471","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.77181118970066","-73.9594775321567","
,  
(40.77181118970066, -73.9594775321567)","12083","23","4","51","11","11"
"60607577","2024-03-17T14:52:28.000","2024-03-17T15:18:16.000","NYPD","New York City Police Department","Illegal Parking","Blocked Sidewalk","Street/Sidewalk","10022","400 EAST   50 STREET","EAST   50 STREET","1 AVENUE","BEEKMAN PLACE","1 AVENUE","BEEKMAN PLACE","ADDRESS","NEW YORK","EAST   50 STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2024-03-17T15:18:20.000","06 MANHATTAN","1013610049","MANHATTAN","993680","213904","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.75378856250476","-73.9659636955525","
,  
(40.75378856250476, -73.9659636955525)","12419","71","4","51","9","9"
"60609281","2024-03-17T14:53:00.000","2024-03-18T15:26:00.000","DEP","Department of Environmental Protection","Water System","Leak (Use Comments) (WA2)",,"10314",,,,,"BOGERT AVENUE","BROWNING AVENUE","INTERSECTION","STATEN ISLAND",,,"Closed",,"The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.","2024-03-18T15:26:00.000","02 STATEN ISLAND",,"STATEN ISLAND","951530","157795","PHONE","Unspecified","STATEN ISLAND",,,,,,,,"40.59972669627955","-74.11782592731879","
,  
(40.59972669627955, -74.11782592731879)","10700","30","1","14","76","76"
"60611340","2024-03-17T14:53:06.000","2024-03-17T16:07:37.000","NYPD","New York City Police Department","Blocked Driveway","Partial Access","Street/Sidewalk","11220","617 51 STREET","51 STREET","6 AVENUE","7 AVENUE","6 AVENUE","7 AVENUE","ADDRESS","BROOKLYN","51 STREET",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2024-03-17T16:07:45.000","07 BROOKLYN","3007930059","BROOKLYN","981999","173492","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.642871801647296","-74.00811117297289","
,  
(40.642871801647296, -74.00811117297289)","18180","9","2","7","45","45"
"60609029","2024-03-17T14:53:11.000",,"DPR","Department of Parks and Recreation","New Tree Request","For One Address","Street","10021","192 EAST   75 STREET","EAST   75 STREET","LEXINGTON AVENUE","3 AVENUE","LEXINGTON AVENUE","3 AVENUE","ADDRESS","NEW YORK","EAST   75 STREET",,"In Progress",,"NYC Parks will inspect the site to determine if it is suitable for a new street tree, including a review of potential conflicts with other infrastructure. If the site is found to be suitable, a tree will be planted during the next available planting season. You may review recently completed and upcoming street tree plantings in your neighborhood by visiting the NYC Parks Tree Work Hub at nyc.gov/parks/treework.","2025-01-15T11:04:17.000","08 MANHATTAN","1014090042","MANHATTAN","995448","220485","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.77184964901531","-73.95957137768256","
,  
(40.77184964901531, -73.95957137768256)","12083","23","4","51","11","11"
"60609191","2024-03-17T14:53:15.000","2024-03-18T14:07:10.000","DSNY","Department of Sanitation","Missed Collection","Trash","Street","10303","5 EMERIC COURT","EMERIC COURT","RICHMOND TERRACE","DEAD END","RICHMOND TERRACE","DEAD END","ADDRESS","STATEN ISLAND","EMERIC COURT",,"Closed",,"The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.","2024-03-18T14:07:10.000","01 STATEN ISLAND","5011590058","STATEN ISLAND","942598","171403","ONLINE","Unspecified","STATEN ISLAND",,,,,,,,"40.63704029651754","-74.1500742859576","
,  
(40.63704029651754, -74.1500742859576)","10371","4","1","13","75","75"
"60607688","2024-03-17T14:53:34.000","2024-03-17T15:19:39.000","NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11222","322 ECKFORD STREET","ECKFORD STREET","CALYER STREET","GREENPOINT AVENUE","CALYER STREET","GREENPOINT AVENUE","ADDRESS","BROOKLYN","ECKFORD STREET",,"Closed",,"The Police Department issued a summons in response to the complaint.","2024-03-17T15:19:44.000","01 BROOKLYN","3025760049","BROOKLYN","997484","205213","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.72992906133612","-73.95225077567109","
,  
(40.72992906133612, -73.95225077567109)","18182","36","2","38","57","57"
"60612496","2024-03-17T14:53:36.000","2024-03-17T17:36:57.000","NYPD","New York City Police Department","Noise - Vehicle","Car/Truck Music","Street/Sidewalk","11691","20-17 CORNAGA AVENUE","CORNAGA AVENUE","BEACH   20 STREET","BEACH   21 STREET","BEACH   20 STREET","BEACH   21 STREET","ADDRESS","FAR ROCKAWAY","CORNAGA AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-03-17T17:37:01.000","14 QUEENS","4157500029","QUEENS","1052553","158785","ONLINE","Unspecified","QUEENS","SUV",,,,,,,"40.60224122932259","-73.75402886431083","
,  
(40.60224122932259, -73.75402886431083)","20529","51","3","47","59","59"
"60610286","2024-03-17T14:53:44.000","2024-03-17T15:54:56.000","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11225","1001 PRESIDENT STREET","PRESIDENT STREET","FRANKLIN AVENUE","BEDFORD AVENUE","FRANKLIN AVENUE","BEDFORD AVENUE","ADDRESS","BROOKLYN","PRESIDENT STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-03-17T15:55:00.000","09 BROOKLYN","3012730001","BROOKLYN","995845","182951","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.66882737868339","-73.95820273095062","
,  
(40.66882737868339, -73.95820273095062)","13509","17","2","48","44","44"
"60607363","2024-03-17T14:53:48.000","2024-03-17T15:15:17.000","NYPD","New York City Police Department","Panhandling","N/A","Subway",,,,,,,,,,,,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2024-03-17T15:15:20.000","Unspecified MANHATTAN",,"MANHATTAN","1000414","230244","MOBILE","Unspecified","MANHATTAN",,,,"6",,,"Mezzanine","40.798627809256374","-73.94161893619888","
,  
(40.798627809256374, -73.94161893619888)","12426","7","4","35","16","16"
"60611934","2024-03-17T14:54:00.000","2024-03-19T07:02:58.000","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","10451","940 GRAND CONCOURSE","GRAND CONCOURSE","EAST  163 STREET","EAST  164 STREET","EAST  163 STREET","EAST  164 STREET","ADDRESS","BRONX","GRAND CONCOURSE",,"Closed",,"The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.","2024-03-19T07:02:58.000","04 BRONX","2024610045","BRONX","1005942","241235","ONLINE","Unspecified","BRONX",,,,,,,,"40.82878318281196","-73.92161741816375","
,  
(40.82878318281196, -73.92161741816375)","10929","50","5","35","27","27"
"60606541","2024-03-17T14:54:01.000","2024-03-18T00:00:00.000","DOB","Department of Buildings","General Construction/Plumbing","Curb Cut/Driveway/Carport - Illegal",,"10308","6 HIGHMOUNT ROAD","HIGHMOUNT ROAD",,,,,"ADDRESS","STATEN ISLAND",,,"Closed",,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).","2024-03-18T00:00:00.000","03 STATEN ISLAND","5052460009","STATEN ISLAND","942310","138233","UNKNOWN","Unspecified","STATEN ISLAND",,,,,,,,"40.54599407873301","-74.15090607426664","
,  
(40.54599407873301, -74.15090607426664)","10695","15","1","9","76","76"
"60608740","2024-03-17T14:54:03.000","2024-03-17T14:54:42.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10468","233 LANDING ROAD","LANDING ROAD","CEDAR AVENUE","MAJOR DEEGAN EXPRESSWAY","CEDAR AVENUE","MAJOR DEEGAN EXPRESSWAY","ADDRESS","BRONX","LANDING ROAD",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2024-03-17T14:54:44.000","07 BRONX","2032367501","BRONX","1008841","253488","ONLINE","Unspecified","BRONX",,,,,,,,"40.86240645467484","-73.91109714827905","
,  
(40.86240645467484, -73.91109714827905)","11606","24","5","29","34","34"
"60610017","2024-03-17T14:54:39.000","2024-03-29T12:45:38.000","DPR","Department of Parks and Recreation","Maintenance or Facility","Garbage or Litter","Park","11232","4200 5 AVENUE","5 AVENUE","42 STREET","43 STREET","42 STREET","43 STREET","ADDRESS","BROOKLYN","5 AVENUE",,"Closed",,"NYC Parks has completed the requested work order and corrected the problem.","2024-03-29T12:45:42.000","07 BROOKLYN",,"BROOKLYN","982653","175907","MOBILE","Sunset Park","BROOKLYN",,,,,,,,"40.649500597233825","-74.00575514447839","
,  
(40.649500597233825, -74.00575514447839)","13515","9","2","7","45","45"
"60605646","2024-03-17T14:54:47.000","2024-03-17T15:18:01.000","NYPD","New York City Police Department","Traffic","Congestion/Gridlock","Highway",,,,,,,,,,,,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2024-03-17T15:18:05.000","Unspecified MANHATTAN",,"MANHATTAN",,,"PHONE","Unspecified","MANHATTAN",,,,"FDR Dr","Southbound/Downtown","Roadway","E 63 St Ed Koch Queensboro Br (Exit 12) - E 53 St (Exit 11)",,,,,,,,,
"60611095","2024-03-17T14:55:06.000","2024-03-17T16:01:43.000","DSNY","Department of Sanitation","Vendor Enforcement","Non-Food Vendor","Street","10019","1606 BROADWAY","BROADWAY","WEST   48 STREET","WEST   49 STREET","WEST   48 STREET","WEST   49 STREET","ADDRESS","NEW YORK","BROADWAY",,"Closed",,"N/A","2024-03-17T16:01:47.000","05 MANHATTAN","1010200038","MANHATTAN","988512","216368","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.76055561497262","-73.98461532718697","
,  
(40.76055561497262, -73.98461532718697)","12081","11","4","51","10","10"
"60606865","2024-03-17T14:55:12.000","2024-03-17T16:02:47.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11217","25 LAFAYETTE AVENUE","LAFAYETTE AVENUE","ASHLAND PLACE","ST FELIX STREET","ASHLAND PLACE","ST FELIX STREET","ADDRESS","BROOKLYN","LAFAYETTE AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-03-17T16:02:52.000","02 BROOKLYN","3021080021","BROOKLYN","990354","189516","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.68685230749701","-73.97799055721919","
,  
(40.68685230749701, -73.97799055721919)","17619","68","2","48","55","55"
"60610906","2024-03-17T14:55:26.000","2025-01-28T08:18:34.000","DPR","Department of Parks and Recreation","New Tree Request","For One Address","Street","10021","130 EAST   75 STREET","EAST   75 STREET","PARK AVENUE","LEXINGTON AVENUE","PARK AVENUE","LEXINGTON AVENUE","ADDRESS","NEW YORK","EAST   75 STREET",,"Closed",,"NYC Parks visited the location but could not find the tree condition you reported.","2025-01-28T08:18:38.000","08 MANHATTAN","1014097502","MANHATTAN","994939","220768","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.77262704013074","-73.96140859196284","
,  
(40.77262704013074, -73.96140859196284)","12083","23","4","51","11","11"
"60609334","2024-03-17T14:56:31.000","2024-03-17T15:37:56.000","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11217","457 PACIFIC STREET","PACIFIC STREET","NEVINS STREET","3 AVENUE","NEVINS STREET","3 AVENUE","ADDRESS","BROOKLYN","PACIFIC STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-03-17T15:38:01.000","02 BROOKLYN","3001850055","BROOKLYN","989052","188950","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.68529956920822","-73.98268563519379","
,  
(40.68529956920822, -73.98268563519379)","17619","68","2","38","54","54"
"60606586","2024-03-17T14:56:42.000","2024-03-17T15:13:02.000","NYPD","New York City Police Department","Illegal Parking","Blocked Sidewalk","Street/Sidewalk","11205","298 CLASSON AVENUE","CLASSON AVENUE","DEKALB AVENUE","LAFAYETTE AVENUE","DEKALB AVENUE","LAFAYETTE AVENUE","ADDRESS","BROOKLYN","CLASSON AVENUE",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2024-03-17T15:13:09.000","02 BROOKLYN","3019330121","BROOKLYN","995261","190775","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.690303228634036","-73.96029513058312","
,  
(40.690303228634036, -73.96029513058312)","13829","68","2","48","55","55"
"60605766","2024-03-17T14:56:42.000","2024-03-17T20:59:26.000","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11369","22-11 98 STREET","98 STREET","22 DRIVE","23 AVENUE","22 DRIVE","23 AVENUE","ADDRESS","EAST ELMHURST","98 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-03-17T20:59:30.000","03 QUEENS","4010750068","QUEENS","1019507","219789","ONLINE","Unspecified","QUEENS",,,,,,,,"40.769876094743815","-73.87271386428925","
,  
(40.769876094743815, -73.87271386428925)","14511","65","3","21","73","73"
"60617434","2024-03-17T14:56:45.000","2024-03-18T10:10:00.000","DOT","Department of Transportation","Street Condition","Pothole",,"11413",,,,,"143 AVENUE","NORTH CONDUIT AVENUE","INTERSECTION","QUEENS",,"N/A","Closed",,"The Department of Transportation inspected this complaint and repaired the problem.","2024-03-18T10:10:00.000","13 QUEENS",,"QUEENS","1053402","182163","UNKNOWN","Unspecified","QUEENS",,,,,,,,"40.66640202815784","-73.75073191521133","
,  
(40.66640202815784, -73.75073191521133)","15313","63","3","47","63","63"
"60608714","2024-03-17T14:57:02.000","2024-03-17T15:31:43.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10039","206 WEST  148 STREET","WEST  148 STREET","ADAM CLAYTON POWELL JR BOULEVARD","FREDERICK DOUGLASS BOULEVARD","ADAM CLAYTON POWELL JR BOULEVARD","FREDERICK DOUGLASS BOULEVARD","ADDRESS","NEW YORK","WEST  148 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-03-17T15:31:46.000","10 MANHATTAN","1020330038","MANHATTAN","1001331","239421","ONLINE","Unspecified","MANHATTAN",,,,,,,,"40.823814391623685","-73.93828356816849","
,  
(40.823814391623685, -73.93828356816849)","13097","18","4","36","20","20"
"60609375","2024-03-17T14:57:07.000","2024-03-17T15:04:32.000","NYPD","New York City Police Department","Illegal Parking","Blocked Sidewalk","Street/Sidewalk","11215","192 PROSPECT PARK WEST","PROSPECT PARK WEST",,"15 STREET",,"15 STREET","ADDRESS","BROOKLYN","PROSPECT PARK WEST",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2024-03-17T15:04:35.000","06 BROOKLYN","3011030042","BROOKLYN","989873","180198","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.661276811907456","-73.9797326921662","
,  
(40.661276811907456, -73.9797326921662)","17617","14","2","27","50","50"
"60614309","2024-03-17T14:57:14.000","2024-03-18T13:00:00.000","DOT","Department of Transportation","Street Condition","Pothole",,"11413",,,,,"143 ROAD","NORTH CONDUIT AVENUE","INTERSECTION","QUEENS",,"N/A","Closed",,"The Department of Transportation inspected this complaint and repaired the problem.","2024-03-18T13:00:00.000","13 QUEENS",,"QUEENS","1052671","182160","UNKNOWN","Unspecified","QUEENS",,,,,,,,"40.66639947320898","-73.7533669237046","
,  
(40.66639947320898, -73.7533669237046)","15313","63","3","47","63","63"
"60609922","2024-03-17T14:57:41.000","2024-03-17T15:03:06.000","NYPD","New York City Police Department","Abandoned Vehicle","With License Plate","Street/Sidewalk","11234","940 EAST   59 STREET","EAST   59 STREET","FLATLANDS AVENUE","AVENUE J","FLATLANDS AVENUE","AVENUE J","ADDRESS","BROOKLYN","EAST   59 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-03-17T15:03:08.000","18 BROOKLYN","3077840061","BROOKLYN","1006615","168907","MOBILE","Unspecified","BROOKLYN","Car",,,,,,,"40.63025900669078","-73.9194259773894","
,  
(40.63025900669078, -73.9194259773894)","13825","5","2","8","38","38"
"60612702","2024-03-17T14:57:41.000","2024-04-10T15:05:43.000","DOT","Department of Transportation","Curb Condition","Defacement","Curb","10021","105 EAST   75 STREET","EAST   75 STREET","PARK AVENUE","LEXINGTON AVENUE","PARK AVENUE","LEXINGTON AVENUE","ADDRESS","NEW YORK","EAST   75 STREET",,"Closed",,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.","2024-04-10T15:05:47.000","08 MANHATTAN","1014100005","MANHATTAN","994793","220855","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.772866007696976","-73.96193557165363","
,  
(40.772866007696976, -73.96193557165363)","12083","23","4","51","11","11"
"60606593","2024-03-17T14:57:53.000","2024-03-17T16:14:22.000","NYPD","New York City Police Department","Illegal Parking","Blocked Sidewalk","Street/Sidewalk","11201","147 PRINCE STREET","PRINCE STREET","FAIR STREET","FLATBUSH AVENUE EXTENSION","FAIR STREET","FLATBUSH AVENUE EXTENSION","ADDRESS","BROOKLYN","PRINCE STREET",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2024-03-17T16:14:27.000","02 BROOKLYN","3020620006","BROOKLYN","989094","191627","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.69264729589128","-73.98253227283492","
,  
(40.69264729589128, -73.98253227283492)","16865","68","2","48","55","55"
"60612373","2024-03-17T14:57:59.000","2024-03-17T14:59:42.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11208","82 LINCOLN AVENUE","LINCOLN AVENUE","JAMAICA AVENUE","ETNA STREET","JAMAICA AVENUE","ETNA STREET","ADDRESS","BROOKLYN","LINCOLN AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2024-03-17T14:59:44.000","05 BROOKLYN","3041080081","BROOKLYN","1020165","190161","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.68855192024989","-73.87049646696022","
,  
(40.68855192024989, -73.87049646696022)","17215","45","2","37","47","47"
"60607450","2024-03-17T14:58:03.000","2024-04-15T13:43:14.000","DOT","Department of Transportation","Bridge Condition","Dirt, Debris, Litter Complaint","Bridge",,,,,,,,,,,,"Closed",,"The Department of Transportation has completed the request or corrected the condition.","2024-04-15T13:43:18.000","Unspecified MANHATTAN",,"MANHATTAN",,,"PHONE","Unspecified","MANHATTAN",,,,"Manhattan Br","Manhattan Bound","Roadway","Roadway",,,,,,,,,
"60608949","2024-03-17T14:58:05.000","2024-03-24T18:35:35.000","HPD","Department of Housing Preservation and Development","WATER LEAK","SLOW LEAK","RESIDENTIAL BUILDING","10453","2238 MORRIS AVENUE","MORRIS AVENUE",,,,,"ADDRESS","BRONX",,,"Closed",,"The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd","2024-03-24T00:00:00.000","05 BRONX","2031710001","BRONX","1011204","251542","PHONE","Unspecified","BRONX",,,,,,,,"40.85705837422052","-73.90256212193948","
,  
(40.85705837422052, -73.90256212193948)","10931","6","5","29","29","29"
"60610895","2024-03-17T14:58:11.000","2024-10-25T16:10:42.000","DPR","Department of Parks and Recreation","Damaged Tree","Tree Alive - in Poor Condition","Street","11218","653 DAHILL ROAD","DAHILL ROAD","43 STREET","44 STREET","43 STREET","44 STREET","ADDRESS","BROOKLYN","DAHILL ROAD",,"Closed",,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.","2024-10-25T16:10:47.000","12 BROOKLYN","3054070063","BROOKLYN","990245","169455","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.631789354938775","-73.97840141832994","
,  
(40.631789354938775, -73.97840141832994)","17620","2","2","18","39","39"
"60611931","2024-03-17T14:58:31.000","2024-03-17T15:01:27.000","DHS","Department of Homeless Services","Homeless Person Assistance",,"Other","10009","292 FIRST AVENUE","FIRST AVENUE","EAST 17 STREET","EAST 18 STREET","EAST   17 STREET","EAST   18 STREET","ADDRESS","NEW YORK","1 AVENUE",,"Closed",,"The Department of Homeless Services has reviewed your Service Request and determined that the issue is not within its jurisdiction.","2024-03-17T15:01:27.000","06 MANHATTAN","1009720001","MANHATTAN","989523","206440","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.733305203777974","-73.98097367338798","
,  
(40.733305203777974, -73.98097367338798)","11729","71","4","51","7","7"
"60605652","2024-03-17T14:58:36.000","2024-03-17T22:56:13.000","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11229","1862 BURNETT STREET","BURNETT STREET","AVENUE R","FILLMORE AVENUE","AVENUE R","FILLMORE AVENUE","ADDRESS","BROOKLYN","BURNETT STREET",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2024-03-17T22:56:17.000","15 BROOKLYN",,"BROOKLYN","1000976","160887","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.60825822194928","-73.93976137312274","
,  
(40.60825822194928, -73.93976137312274)","13512","32","2","8","36","36"
"60606256","2024-03-17T14:58:40.000",,"DPR","Department of Parks and Recreation","Illegal Tree Damage","Unauthorized Tree Removal","Street","10304","123 BOYD STREET","BOYD STREET","WRIGHT STREET","TAPPEN COURT","WRIGHT STREET","TAPPEN COURT","ADDRESS","STATEN ISLAND","BOYD STREET",,"In Progress",,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.","2024-03-22T11:01:23.000","01 STATEN ISLAND","5005270110","STATEN ISLAND","962110","167527","ONLINE","Unspecified","STATEN ISLAND",,,,,,,,"40.62647176407359","-74.07975889238523","
,  
(40.62647176407359, -74.07975889238523)","10691","4","1","13","74","74"
"60609512","2024-03-17T14:58:49.000","2024-03-17T15:50:32.000","NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","10462","1835 BOGART AVENUE","BOGART AVENUE","MORRIS PARK AVENUE","RHINELANDER AVENUE","MORRIS PARK AVENUE","RHINELANDER AVENUE","ADDRESS","BRONX","BOGART AVENUE",,"Closed",,"The Police Department issued a summons in response to the complaint.","2024-03-17T15:50:35.000","11 BRONX","2041240023","BRONX","1023396","248306","ONLINE","Unspecified","BRONX",,,,,,,,"40.84813088622358","-73.85850737838173","
,  
(40.84813088622358, -73.85850737838173)","11271","59","5","12","32","32"
"60611943","2024-03-17T14:58:52.000","2024-03-20T13:01:19.000","DSNY","Department of Sanitation","Dirty Condition","Trash","Sidewalk","11433","158-17 111 AVENUE","111 AVENUE","158 STREET","159 STREET","158 STREET","159 STREET","ADDRESS","JAMAICA","111 AVENUE",,"Closed",,"The Department of Sanitation investigated this complaint and issued a Notice of Violation.","2024-03-20T13:01:24.000","12 QUEENS","4121620061","QUEENS","1042162","190871","MOBILE","Unspecified","QUEENS",,,,,,,,"40.69038410582764","-73.79117307365473","
,  
(40.69038410582764, -73.79117307365473)","24668","41","3","46","71","71"
"60611253","2024-03-17T14:58:55.000","2024-03-17T15:21:55.000","NYPD","New York City Police Department","Illegal Parking","Double Parked Blocking Traffic","Street/Sidewalk","10458","621 CRESCENT AVENUE","CRESCENT AVENUE","HUGHES AVENUE","EAST  186 STREET","HUGHES AVENUE","EAST  186 STREET","ADDRESS","BRONX","CRESCENT AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2024-03-17T15:21:59.000","06 BRONX","2030740004","BRONX","1015382","250364","MOBILE","Unspecified","BRONX","Car",,,,,,,"40.853811374311036","-73.88746426718372","
,  
(40.853811374311036, -73.88746426718372)","10936","35","5","22","31","31"
"60608402","2024-03-17T14:59:00.000","2024-03-31T08:35:00.000","DEP","Department of Environmental Protection","Water System","Leak (Use Comments) (WA2)",,"11211","184 DEVOE STREET","DEVOE STREET","GRAHAM AVE","HUMBOLDT ST",,,"ADDRESS","BROOKLYN",,,"Closed",,"The Department of Environmental Protection has investigated this complaint and a leak, not a city issue, has been resolved by homeowner.","2024-03-31T08:35:00.000","01 BROOKLYN","3027710013","BROOKLYN","999902","199358","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.713854555947215","-73.9435400759754","
,  
(40.713854555947215, -73.9435400759754)","17613","36","2","30","56","56"
"60610079","2024-03-17T14:59:00.000","2024-03-18T03:45:00.000","DSNY","Department of Sanitation","Derelict Vehicles","Derelict Vehicles","Street","11218","117 TEHAMA STREET","TEHAMA STREET","CHESTER AVENUE","36 STREET",,,"ADDRESS","BROOKLYN",,"DSNY Garage","Closed",,"The vehicle you reported exceeds the monetary value eligible for collection as junk. The Department of Sanitation has forwarded the request to the NYPD for further action.","2024-03-18T12:00:00.000","12 BROOKLYN",,"BROOKLYN","988554","173759","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.64360389949645","-73.98449094995847","
,  
(40.64360389949645, -73.98449094995847)","17620","2","2","27","39","39"
